doctor_name,specialty,qualification,designation,hospital,location,experience,profile_url
Dr. GK Chakravarty,Gynaecology & Obstetrics,"MBBS, FCPS",Chief Consultant,"BellView Medical Services, Barishal",Barishal,N/A,https://doctor.bd/doctor/dr-gk-chakravarty-gynaecology-obstetrics-barishal
Dr. Gobinda Chandra Barman,Nephrology,"MBBS, BCS, MD",Assistant Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-gobinda-chandra-barman-nephrology-mymensingh
Dr. Gobinda Chandra Roy,Cardiology,"MBBS, FCPS, MD, MRCP",Associate Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gobinda-chandra-roy-cardiology-dhaka
Dr. Gobinda Gain,Gastroenterology,"MBBS, MCPS, MD, FCPS",Consultant,Labaid Cancer Hospital and Super Speciality Centre,Dhaka,N/A,https://doctor.bd/doctor/dr-gobinda-gain-gastroenterology-dhaka
Dr. Gobinda Kanti Pal,Cardiology,"MBBS, BCS, FCPS, MD",Assistant Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-gobinda-kanti-pal-cardiology-mymensingh
Dr. Golam Faisal,Nephrology,"MBBS, MD",Consultant,"Central Police Hospital, Rajarbag, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-golam-faisal-nephrology-dhaka
Dr. Golam Mahabub Sikder,Nephrology,"MBBS, BCS, MD, CCD, MACP",Consultant,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-golam-mahabub-sikder-nephrology-cumilla
Dr. Golam Mahbub Chowdhury,Orthopedics,"MBBS, BCS, MS",Assistant Registrar,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,N/A,https://doctor.bd/doctor/dr-golam-mahbub-chowdhury-orthopedics-dhaka
Dr. Golam Mahfuz Rabbani,Cardiology,"MBBS, BCS, MD",Consultant,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-golam-mahfuz-rabbani-cardiology-dhaka
Dr. Golam Mahmud Rayhan,Hepatobiliary Surgery,"MBBS, MRCS, MS, FCPS",Assistant Professor,"National Gastroliver Institute and Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-golam-mahmud-rayhan-hepatobiliary-surgery-dhaka
Dr. Golam Mohammad,General Surgery,"MBBS, FCPS",Surgeon,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-golam-mohammad-general-surgery-rajshahi
Dr. Golam Morshed,Cardiology,"MBBS, FCPS, MRCP, MACP",Assistant Professor,National Institute of Cardiovascular Disease (NICVD),Dhaka,N/A,https://doctor.bd/doctor/dr-golam-morshed-cardiology-dhaka
Dr. Golam Mostafa Chowdhury Shamim,Ophthalmology,"MBBS, DCO",Consultant,"Chevron Eye Hospital, Chattogram",Chattogram,N/A,https://doctor.bd/doctor/dr-golam-mostafa-chowdhury-shamim-ophthalmology-chattogram
Dr. Golam Mostofa,Pediatrics,"MBBS, BCS, FCPS",Registrar,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-golam-mostofa-pediatrics-cumilla
Dr. Golam Musfiqur,Ophthalmology,"MBBS, BCS, MCPS",Assistant Professor,National Institute of Ophthalmology & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-golam-musfiqur-ophthalmology-dhaka
Dr. Golam Mustafa,Colorectal Surgery,"MBBS, BCS, MRCS, FCPS, MS",Assistant Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-golam-mustafa-colorectal-surgery-dhaka
Dr. Golam Mustofa,Pediatrics,"MBBS, DTM, HDCH",Child Specialist,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-golam-mustofa-pediatrics-dhaka
Dr. Golam Rabbani,Rheumatology,"MBBS, BCS, FCPS, MRCP",Assistant Professor,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-golam-rabbani-rheumatology-rangpur
Dr. Golam Rahman Bhuiyan,Cardiology,"MBBS, BCS, FCPS, MRCP, MD",Assistant Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-golam-rahman-bhuiyan-cardiology-mymensingh
Dr. Golam Sarwar,Medicine,"MBBS, BCS, FMD, FCGP",Assistant Professor,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-golam-sarwar-medicine-barishal
Dr. Golam Sarwar Bidyut,Respiratory Medicine,"MBBS, MD",Assistant Professor,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-golam-sarwar-bidyut-respiratory-medicine-dhaka
Dr. Gopal Verma,Orthopedics,"MBBS, MS",Assistant Professor,Aichi Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gopal-verma-orthopedics-dhaka
Dr. Goutam Kumar Ghosh,General Surgery,"MBBS, MS",Senior Consultant,"250 Bedded General Hospital, Pabna",Pabna,N/A,https://doctor.bd/doctor/dr-goutam-kumar-ghosh-general-surgery-pabna
Dr. Goutam Kumar Mukharjee,Orthopedics,"MBBS, BCS, D-ORTHO, FCPS",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-goutam-kumar-mukharjee-orthopedics-khulna
Dr. Goutam Talukder,Medicine,"MBBS, BCS, FCPS",Registrar,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-goutam-talukder-medicine-sylhet
Dr. Govinda Karmakar,Medicine,"MBBS, BCS, FCPS, MACP",Consultant,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-govinda-karmakar-medicine-sylhet
Dr. Gule Tajkia,Pediatrics,"MBBS, FCPS",Junior Consultant,Anwer Khan Modern Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-gule-tajkia-pediatrics-dhaka
Dr. Gulshan Ara,Gynaecology & Obstetrics,"MBBS, MCPS, MS, FCPS",Senior Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-gulshan-ara-gynaecology-obstetrics-dhaka
Dr. Gulzar Hossain Ujjal,Hematology,"MBBS, MD",Consultant,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-gulzar-hossain-ujjal-hematology-dhaka
Dr. Gurudas Mondal,Neurology,"MBBS, MD",Associate Professor,Pabna Medical College Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-gurudas-mondal-neurology-pabna
Dr. H M Zafor Sharif,Pediatric Surgery,"MBBS, BCS, MS",Assistant Professor,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-h-m-zafor-sharif-pediatric-surgery-khulna
Dr. H. A. Mahmudunnesa,Gynaecology & Obstetrics,"MBBS, PGT, DMU, TVS",Consultant,"TMC Diagnostic & Hospital, Mymensingh",Mymensingh,N/A,https://doctor.bd/doctor/dr-h-a-mahmudunnesa-gynaecology-obstetrics-mymensingh
Dr. H. A. Rashid,Orthopedics,"MBBS, BCS, MS, FCPS",Assistant Professor,"Mugda Medical College Hospital, Dhaka",Narayanganj,N/A,https://doctor.bd/doctor/dr-h-a-rashid-orthopedics-narayanganj
Dr. H. M. Kaiser,Medicine,"MBBS, BCS, FCPS, MACP",Consultant,Cox's Bazar 250 Bed District Sadar Hospital,Cox's Bazar,N/A,https://doctor.bd/doctor/dr-h-m-kaiser-medicine-coxs-bazar
Dr. H. S. M. Al-Salih Sabbir,Medicine,"MBBS, BCS, FCPS",Assistant Registrar,Rangpur Medical College Hospital,Rangpur,7+ Years,https://doctor.bd/doctor/dr-h-s-m-al-salih-sabbir-medicine-rangpur
Dr. H. S. Mobarak Hossen,ENT,"MBBS, BCS, FCPS",Associate Professor,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-h-s-mobarak-hossen-ent-chattogram
Dr. H.M. Aminur Rashid,Respiratory Medicine,"MBBS, BCS, MD",Registrar,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-hm-aminur-rashid-respiratory-medicine-dhaka
Dr. H.M. Masum Billah,Medicine,"MBBS, BCS, FCPS",Registrar,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-hm-masum-billah-medicine-barishal
Dr. H.M. Nazmul Ahsan,Medicine,"MBBS, BCS, FCPS",Associate Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hm-nazmul-ahsan-medicine-dhaka
Dr. H.N Masuk Rahman,Physical Medicine & Rehabilitation,"MBBS, MACP, CCD, FCPS",Professor & Head,Bangladesh Institute of Health Science (BIHS),Dhaka,N/A,https://doctor.bd/doctor/dr-hn-masuk-rahman-physical-medicine-rehabilitation-dhaka
Dr. H.N.M Shafiquzzaman,General Surgery,"MBBS, BCS, FCPS, FACS",Assistant Professor,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-hnm-shafiquzzaman-general-surgery-rajshahi
Dr. H.S. Kollol,Pediatrics,"MBBS, DCH, FCPS",Junior Consultant,"250 Bedded General Hospital, Kushtia",Kushtia,N/A,https://doctor.bd/doctor/dr-hs-kollol-pediatrics-kushtia
Dr. Habib Ahmed,Gastroenterology,"MBBS, BCS, MD",Assistant Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-habib-ahmed-gastroenterology-dhaka
Dr. Habibul Islam Chowdhury,Cardiology,"MBBS, BCS, MD",Assistant Professor,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-habibul-islam-chowdhury-cardiology-chattogram
Dr. Habibur Rahman,Endocrinology,"MBBS, BCS, MD",Assistant Professor,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-habibur-rahman-endocrinology-sylhet
Dr. Habibur Rahman Bhuiyan,Pediatrics,"MBBS, BCS, MD",Assistant Registrar,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-habibur-rahman-bhuiyan-pediatrics-cumilla
Dr. Habibur Rahman Palash,ENT,"MBBS, DLO, MS",Assistant Professor,Bangladesh Medical University,Cumilla,N/A,https://doctor.bd/doctor/dr-habibur-rahman-palash-ent-cumilla
Dr. Hafiz Ahmed Nazmul Hakim,Hepatobiliary Surgery,"MBBS, FCPS, FACS",Associate Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hafiz-ahmed-nazmul-hakim-hepatobiliary-surgery-dhaka
Dr. Hafiz Al Asad,Urology,"MBBS, MS",Assistant Professor,Cox's Bazar Medical College Hospital,Cox's Bazar,N/A,https://doctor.bd/doctor/dr-hafiz-al-asad-urology-coxs-bazar
Dr. Hafiza Farzana,Gynaecology & Obstetrics,"MBBS, BCS, MCPS, FCPS",Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hafiza-farzana-gynaecology-obstetrics-dhaka
Dr. Hafiza Marjan,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-hafiza-marjan-gynaecology-obstetrics-chattogram
Dr. Hafsa Marium,Medicine,"MBBS, MPH, CCD, PGT",Medical Officer,Delta Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hafsa-marium-medicine-dhaka
Dr. Halida Yeasmin,Gynaecology & Obstetrics,"MBBS, FCPS",Consultant,Jahurul Islam Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-halida-yeasmin-gynaecology-obstetrics-dhaka
Dr. Halima Khatun,Gynaecology & Obstetrics,"MBBS, FCPS",Gynecologist,Sir Salimullah Medical College Mitford Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-halima-khatun-gynaecology-obstetrics-pabna
Dr. Hamid Hasan,Medicine,"MBBS, BCS, MD",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-hamid-hasan-medicine-chattogram
Dr. Hamida Parvin,Gynaecology & Obstetrics,"MBBS, BCS, MCPS, MS",Gynecologist,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-hamida-parvin-gynaecology-obstetrics-rajshahi
Dr. Hamudur Rahman,Urology,"MBBS, FCPS, MS",Assistant Professor,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-hamudur-rahman-urology-dhaka
Dr. Hanif Ahmed Towhid,Medicine,"MBBS, BCS, MCPS, FCPS",Registrar,Sylhet MAG Osmani Medical College Hospital,Sylhet,10+ Years,https://doctor.bd/doctor/dr-hanif-ahmed-towhid-medicine-sylhet
Dr. Haowa Begum Siddiqa,Gynaecology & Obstetrics,"MBBS, DGO",Consultant,"Islami Bank Medical College Hospital, Rajshahi",Rajshahi,N/A,https://doctor.bd/doctor/dr-haowa-begum-siddiqa-gynaecology-obstetrics-rajshahi
Dr. Happy Haque,Oncology,"MBBS, MPhil",Professor & Head,Holy Family Red Crescent Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-happy-haque-oncology-dhaka
Dr. Happy Saha,Oncology,"MBBS, BCS, MPhil",Assistant Professor,Khulna Medical College Hospital,Khulna,13+ Years,https://doctor.bd/doctor/dr-happy-saha-oncology-khulna
Dr. Haradhan Dev Nath,Neurosurgery,"MBBS, MS",Neurosurgeon,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-haradhan-dev-nath-neurosurgery-dhaka
Dr. Harasit Kumar Paul,Dermatology,"MBBS, MD",Doctor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-harasit-kumar-paul-dermatology-dhaka
Dr. Harimohan Pandit Newton,Cardiology,"MBBS, FCPS, MCPS, MD",Associate Professor,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-harimohan-pandit-newton-cardiology-mymensingh
Dr. Haripada Sarker,Cardiology,"MBBS, MD",Associate Professor,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-haripada-sarker-cardiology-rangpur
Dr. Harun Or Rashid,ENT,"MBBS, BCS, MS",Assistant Professor,Pabna Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-harun-or-rashid-ent-dhaka
Dr. Harun Or Rashid Khan,Orthopedics,"MBBS, D-ORTHO, MS",Assistant Professor,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Narayanganj,N/A,https://doctor.bd/doctor/dr-harun-or-rashid-khan-orthopedics-narayanganj
Dr. Harun Ur Rashid,Ophthalmology,"MBBS, MS, DO, FGO",Associate Professor,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-harun-ur-rashid-ophthalmology-dhaka
Dr. Harun-ur-Rashid Bhuiyan,Cardiology,"MBBS, DIP-CARD, FACC",Senior Consultant,"AMZ Hospital, Badda",Dhaka,N/A,https://doctor.bd/doctor/dr-harun-ur-rashid-bhuiyan-cardiology-dhaka
Dr. Hasan Al Habib Sagor,Orthopedics,"MBBS, MS",Consultant,Pabna Medical College Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-hasan-al-habib-sagor-orthopedics-pabna
Dr. Hasan Habibur Rahman,Physical Medicine & Rehabilitation,"MBBS, BCS, MD",Assistant Professor,"National Institute of Burn and Plastic Surgery, Dhaka",Pabna,N/A,https://doctor.bd/doctor/dr-hasan-habibur-rahman-physical-medicine-rehabilitation-pabna
Dr. Hasan Hafizur Rahman,Medicine,"MBBS, BCS, FCPS, FACP, DFID",Assistant Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasan-hafizur-rahman-medicine-dhaka
Dr. Hasan Imam,Medicine,"MBBS, MD, CCD",Associate Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-hasan-imam-medicine-dhaka
Dr. Hasan Mahbub,Neurosurgery,"MBBS, MS, FACS, BCS",Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,10+ Years,https://doctor.bd/doctor/dr-hasan-mahbub-neurosurgery-dhaka
Dr. Hasan Mahfuz Reza (Likhon),Endocrinology,"MBBS, DEM, MPhil, MACP, MSc, MPH, CCD",Consultant,"Sono Consultation Centre, Kushtia",Kushtia,N/A,https://doctor.bd/doctor/dr-hasan-mahfuz-reza-likhon-endocrinology-kushtia
Dr. Hasan Mahmud,Nephrology,"MBBS, BCS, MD, CCD",Assistant Professor,National Institute of Kidney Disease and Urology (NIKDU),Dhaka,N/A,https://doctor.bd/doctor/dr-hasan-mahmud-nephrology-dhaka
Dr. Hasan Mahmud Iqbal,Cardiology,"MBBS, BCS, MD",Consultant,National Heart Foundation Hospital and Research Institute,Cumilla,N/A,https://doctor.bd/doctor/dr-hasan-mahmud-iqbal-cardiology-cumilla
Dr. Hasan Shahriar Kallol,Oncology,"MBBS, FCPS, MS",Assistant Professor,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-hasan-shahriar-kallol-oncology-dhaka
Dr. Hasan Zahid,Pediatrics,"MBBS, DCH",Consultant,"Apollo Imperial Hospital, Chattogram",Chattogram,N/A,https://doctor.bd/doctor/dr-hasan-zahid-pediatrics-chattogram
Dr. Hasanul Hasib,Dentistry,"BDS, MCPS, FCPS",Chief Consultant,Dr. Hasib’s Dental Surgery and Implant Centre,Chattogram,N/A,https://doctor.bd/doctor/dr-hasanul-hasib-dentistry-chattogram
Dr. Hasanuzzaman,Homeopathy,"BHMS, CSW, DHM",Consultant,"Natural Health, Uttara",Dhaka,N/A,https://doctor.bd/doctor/dr-hasanuzzaman-homeopathy-dhaka
Dr. Hashim Rabbi,Hepatobiliary Surgery,"MBBS, FCPS, MRCS, MRCPS",Assistant Professor,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hashim-rabbi-hepatobiliary-surgery-dhaka
Dr. Hashmi Sina,Neurology,"MBBS, MRCP, MD",Neurologist,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hashmi-sina-neurology-dhaka
Dr. Hashmot Ali Mia,Urology,"MBBS, BCS, MS, FCPS",Registrar,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-hashmot-ali-mia-urology-chattogram
Dr. Hasib Hasanur Udoy,Dentistry,"BDS, PGT",Dental Surgeon,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-hasib-hasanur-udoy-dentistry-mymensingh
Dr. Hasib Rahman,Plastic Surgery,"MBBS, FCPS, MS",Surgeon,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasib-rahman-plastic-surgery-dhaka
Dr. Hasib Uddin Khan,Medicine,"MBBS, BCS, FCPS, MD, MACP",Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasib-uddin-khan-medicine-dhaka
Dr. Hasibul Hasan Emon,Dentistry,"BDS, PGT, MS",Assistant Professor,"Udayan Dental College, Rajshahi",Rajshahi,N/A,https://doctor.bd/doctor/dr-hasibul-hasan-emon-dentistry-rajshahi
Dr. Hasibul Khaleque,Dentistry,"BDS, PGD, PhD",Assistant Professor,Dhaka Community Medical College & Hospital,Dhaka,15+ Years,https://doctor.bd/doctor/dr-hasibul-khaleque-dentistry-dhaka
Dr. Hasibush Shahid Hasib,Dentistry,"BDS, D-Prostho",Assistant Professor,Dhaka Dental College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasibush-shahid-hasib-dentistry-dhaka
Dr. Hasina Afroz,Gynaecology & Obstetrics,"MBBS, MCPS, MS, FCPS",Consultant,"United Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-afroz-gynaecology-obstetrics-dhaka
Dr. Hasina Akhter,Anesthesiology,"MBBS, FCPS",Senior Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-akhter-anesthesiology-dhaka
Dr. Hasina Akhter Rekha,Gynaecology & Obstetrics,"MBBS, BCS, MS, FCPS",Assistant Professor,"Shaheed Ziaur Rahman Medical College Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-hasina-akhter-rekha-gynaecology-obstetrics-bogura
Dr. Hasina Akter,Gynaecology & Obstetrics,"MBBS, DGO, MRCOG",Consultant,Asgar Ali Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-akter-gynaecology-obstetrics-dhaka
Dr. Hasina Alam,General Surgery,"MBBS, FCPS",Registrar,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-alam-general-surgery-dhaka
Dr. Hasina Bilkis Banu,Physical Medicine & Rehabilitation,"MBBS, FCPS",Physical Medicine Specialist,Shaheed Suhrawardy Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-bilkis-banu-physical-medicine-rehabilitation-dhaka
Dr. Hasina Ferdousy,Gynaecology & Obstetrics,"MBBS, FCPS",Assistant Professor,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-hasina-ferdousy-gynaecology-obstetrics-rangpur
Dr. Hasina Nasreen,Medicine,"MBBS, MD",Registrar,Chattogram Medical University,Chattogram,N/A,https://doctor.bd/doctor/dr-hasina-nasreen-medicine-chattogram
Dr. Hasina Parveen,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Consultant,Monno Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-parveen-gynaecology-obstetrics-dhaka
Dr. Hasina Sadia Khan,Urology,"MBBS, MRCS, FCPS",Assistant Professor,Popular Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasina-sadia-khan-urology-dhaka
Dr. Hasina Wahab,Gynaecology & Obstetrics,"MBBS, EOC",Medical Officer,"Mother & Child Welfare Centre (MCWC), Pabna Sadar",Pabna,N/A,https://doctor.bd/doctor/dr-hasina-wahab-gynaecology-obstetrics-pabna
Dr. Hasinatul Zannat,Nephrology,"MBBS, MD, FCPS",Registrar,National Institute of Kidney Disease and Urology (NIKDU),Dhaka,N/A,https://doctor.bd/doctor/dr-hasinatul-zannat-nephrology-dhaka
Dr. Hasna Fahmima Haque,Medicine,"MBBS, FCPS",Assistant Professor,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasna-fahmima-haque-medicine-dhaka
Dr. Hasna Hena Bhuiyan Nishi,Dentistry,BDS,Dentist,"Dental Surgeon, Tech Dental, Jatrabari Branch",Dhaka,3+ Years,https://doctor.bd/doctor/dr-hasna-hena-bhuiyan-nishi-dentistry-dhaka
Dr. Hasna Hena Pervin,Gynaecology & Obstetrics,"MBBS, FCPS",Assistant Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-hasna-hena-pervin-gynaecology-obstetrics-dhaka
Dr. Hasna Hossain Akhee,Gynaecology & Obstetrics,"MBBS, BCS, MS",Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hasna-hossain-akhee-gynaecology-obstetrics-dhaka
Dr. Hasnatu Rabbi,Cardiology,"MBBS, BCS, D-CARD, MD",Consultant,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-hasnatu-rabbi-cardiology-rajshahi
Dr. Hasnina Akter,Oncology,"MBBS, MPhil",Consultant,Evercare Hospital Chattogram,Chattogram,N/A,https://doctor.bd/doctor/dr-hasnina-akter-oncology-chattogram
Dr. Hazera Akter,Pediatrics,"MBBS, BCS, MD",Consultant,Shaheed Suhrawardy Medical College Hospital,Cumilla,10+ Years,https://doctor.bd/doctor/dr-hazera-akter-pediatrics-cumilla
Dr. Hazrat Ali,Orthopedics,"MBBS, BCS, MS",Assistant Professor,Rangpur Medical College Hospital,Rangpur,N/A,https://doctor.bd/doctor/dr-hazrat-ali-orthopedics-rangpur
Dr. Heba Hoque,Ophthalmology,"MBBS, MS",Junior Consultant,Lions Charitable Eye Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-heba-hoque-ophthalmology-chattogram
Dr. Heemel Saha,Thoracic Surgery,"MBBS, MS",Assistant Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-heemel-saha-thoracic-surgery-dhaka
Dr. Helal Uddin Ahmed,Psychiatry,"MBBS, MD",Associate Professor,National Institute of Mental Health (NIMH),Dhaka,N/A,https://doctor.bd/doctor/dr-helal-uddin-ahmed-psychiatry-dhaka
Dr. Hena Khatun,Respiratory Medicine,"MBBS, BCS, DTCD, MD",Assistant Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-hena-khatun-respiratory-medicine-dhaka
Dr. Hena Rani Barua,Gynaecology & Obstetrics,"MBBS, DCM, MCPS, DGO, FCPS, MS",Associate Professor,Rangamati Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-hena-rani-barua-gynaecology-obstetrics-chattogram
Dr. Himangshu Shekhar Das,Dermatology,"MBBS, DDV",Assistant Professor,Sylhet Womens Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-himangshu-shekhar-das-dermatology-sylhet
